Order_Id,Customer_Id,Customer_Name,Product_Id,Product_Category,Product_Name,Quantity_ordered,Price,Date_and_Time_When_Order_Was_Placed,Customer_Country,Customer_City,Site_From_Where_Order_Was_Placed,Payment_Type,Payment_Transaction_Confirmation_Id,Payment_Success_or_Failure,Payment_Failure_Reason
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Robert Manning,123e4567-e89b-12d3-a456-426614174000,Electronics,Laptops,4,412.49,2024-04-13 14:11:08.531006,Germany,Daniellemouth,Walmart,UPI,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Jenny Santana,123e4567-e89b-12d3-a456-426614174001,Books,Comics,3,179.0,2023-10-15 14:11:08.531006,USA,Brandymouth,Shopify,UPI,123e4567-e89b-12d3-a456-426614174001,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Thomas Chan,0016fb2c-5782-4963-a912-01e77abc5c36,Books,Magazines,1,605.59,2024-04-02 14:11:08.531006,USA,Carlsonton,Shopify,Card,123e4567-e89b-12d3-a456-426614174002,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,James Osborne,123e4567-e89b-12d3-a456-426614174003,Clothing,T-Shirts,5,467.1,2023-11-26 14:11:08.531006,UK,East Valerie,Amazon,UPI,123e4567-e89b-12d3-a456-426614174003,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Heather Douglas,123e4567-e89b-12d3-a456-426614174004,Clothing,Jeans,1,407.45,2024-09-03 14:11:08.531006,UK,Ashleybury,Amazon,UPI,123e4567-e89b-12d3-a456-426614174004,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Michael Jennings,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Toothpaste,5,580.93,2024-06-30 14:11:08.531006,Germany,Shafferberg,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174005,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Amanda Wilson,123e4567-e89b-12d3-a456-426614174006,Sports,Gym Gloves,5,690.45,2024-07-12 14:11:08.531006,Germany,North Sheilaville,Amazon,UPI,123e4567-e89b-12d3-a456-426614174006,N,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Erica Pena,123e4567-e89b-12d3-a456-426614174007,Home & Kitchen,Soap,3,453.17,2023-11-28 14:11:08.531006,UK,Cookmouth,Shopify,Internet Banking,127faa35-d825-419b-a9f1-772fc3860b51,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Steven Molina,123e4567-e89b-12d3-a456-426614174008,Books,Magazines,3,400.17,2023-10-07 14:11:08.531006,Germany,West Laurenfort,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174008,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Stacey Carter,123e4567-e89b-12d3-a456-426614174009,Books,Magazines,3,667.97,2024-06-28 14:11:08.531006,France,Josephport,Amazon,Card,123e4567-e89b-12d3-a456-426614174009,N,Card Expired
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Timothy Wong,123e4567-e89b-12d3-a456-426614174000,Home & Kitchen,Soap,4,246.39,2024-08-07 14:11:08.531006,Germany,East Randyview,Shopify,Card,123e4567-e89b-12d3-a456-426614174000,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Jacqueline Shaw,123e4567-e89b-12d3-a456-426614174001,Books,Magazines,5,593.73,2023-11-29 14:11:08.531006,France,East Alexandraborough,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174001,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Heather Goodman,0016fb2c-5782-4963-a912-01e77abc5c36,Books,Non-Fiction,3,311.73,2023-11-11 14:11:08.531006,Canada,Port Tracychester,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174002,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Charles Reyes,123e4567-e89b-12d3-a456-426614174003,Clothing,T-Shirts,3,785.56,2023-11-29 14:11:08.531006,Germany,South Sarahshire,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174003,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Samantha Williams,123e4567-e89b-12d3-a456-426614174004,Sports,Basketball,1,35.75,2023-12-18 14:11:08.531006,Canada,Jennahaven,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Matthew Perez,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Lotion,5,580.93,2024-05-03 14:11:08.531006,France,Leeport,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Joseph Chambers,123e4567-e89b-12d3-a456-426614174006,Sports,Cricket Bat,4,180.63,2023-12-03 14:11:08.531006,Germany,Stevenville,Amazon,UPI,123e4567-e89b-12d3-a456-426614174006,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Katie Walls,123e4567-e89b-12d3-a456-426614174007,Home & Kitchen,Detergent,4,489.73,2023-12-08 14:11:08.531006,USA,New Michelle,Shopify,Internet Banking,127faa35-d825-419b-a9f1-772fc3860b51,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Patricia Maddox,123e4567-e89b-12d3-a456-426614174008,Electronics,Laptops,2,687.57,2024-03-16 14:11:08.531006,USA,Herringburgh,Shopify,UPI,123e4567-e89b-12d3-a456-426614174008,Y,Card Expired
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Bobby Lowery,123e4567-e89b-12d3-a456-426614174009,Home & Kitchen,Toothpaste,2,396.49,2024-01-06 14:11:08.531006,USA,Jacobbury,Shopify,UPI,123e4567-e89b-12d3-a456-426614174009,Y,Insufficient Funds
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Bryan Jones,123e4567-e89b-12d3-a456-426614174000,Electronics,Batteries,3,248.34,2024-02-04 14:11:08.531006,Germany,Youngshire,Flipkart,Card,123e4567-e89b-12d3-a456-426614174000,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,William Brown,123e4567-e89b-12d3-a456-426614174001,Clothing,Jackets,3,545.5,2024-03-01 14:11:08.531006,Germany,East Veronicafurt,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Meghan Nixon,0016fb2c-5782-4963-a912-01e77abc5c36,Home & Kitchen,Lotion,2,213.43,2024-06-19 14:11:08.531006,Germany,South Dakota,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174002,Y,Card Expired
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Gregory Jenkins,123e4567-e89b-12d3-a456-426614174003,Sports,Tennis Racket,1,665.45,2023-10-07 14:11:08.531006,USA,Monicaburgh,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174003,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Brian Nguyen,123e4567-e89b-12d3-a456-426614174004,Books,Magazines,1,988.03,2024-09-22 14:11:08.531006,Canada,West Beth,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174004,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Kelly Hartman,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Detergent,2,580.93,2024-06-11 14:11:08.531006,Canada,Matthewview,Walmart,UPI,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Lisa Walter,123e4567-e89b-12d3-a456-426614174006,Electronics,Smartphones,5,55.66,2023-11-28 14:11:08.531006,Canada,Howellbury,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Laura Smith,123e4567-e89b-12d3-a456-426614174007,Books,Non-Fiction,3,843.38,2023-12-18 14:11:08.531006,UK,Cynthiaburgh,Shopify,Internet Banking,127faa35-d825-419b-a9f1-772fc3860b51,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Dawn Reese,123e4567-e89b-12d3-a456-426614174008,Electronics,Batteries,2,110.66,2024-03-07 14:11:08.531006,USA,New Karl,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174008,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Paul Clark,123e4567-e89b-12d3-a456-426614174009,Clothing,Jackets,5,202.89,2023-11-13 14:11:08.531006,Germany,East Brandyfort,Shopify,UPI,123e4567-e89b-12d3-a456-426614174009,Y,No Reason Provided
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Jason Welch,123e4567-e89b-12d3-a456-426614174000,Electronics,Batteries,3,392.84,2024-02-12 14:11:08.531006,Germany,Foxview,Flipkart,UPI,123e4567-e89b-12d3-a456-426614174000,N,Card Expired
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Catherine Bowers,123e4567-e89b-12d3-a456-426614174001,Books,Non-Fiction,1,42.69,2024-01-18 14:11:08.531006,Germany,Jacksonland,Walmart,Card,123e4567-e89b-12d3-a456-426614174001,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Rhonda Smith,0016fb2c-5782-4963-a912-01e77abc5c36,Electronics,Headphones,5,774.61,2024-03-31 14:11:08.531006,France,New Matthewborough,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Michelle Dean,123e4567-e89b-12d3-a456-426614174003,Books,Comics,4,786.18,2024-03-02 14:11:08.531006,France,Port Hunter,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174003,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Kathleen Torres,123e4567-e89b-12d3-a456-426614174004,Sports,Football,1,903.52,2023-11-29 14:11:08.531006,Germany,Wongview,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,N,Card Expired
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Richard Jimenez,123e4567-e89b-12d3-a456-426614174005,Electronics,Headphones,3,580.93,2024-02-29 14:11:08.531006,Germany,East Justinton,eBay,UPI,123e4567-e89b-12d3-a456-426614174005,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Joshua Romero,123e4567-e89b-12d3-a456-426614174006,Sports,Cricket Bat,4,188.01,2024-01-28 14:11:08.531006,USA,West Benjamin,Shopify,Card,123e4567-e89b-12d3-a456-426614174006,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Jason Espinoza,123e4567-e89b-12d3-a456-426614174007,Clothing,Jeans,3,859.15,2024-05-31 14:11:08.531006,USA,Lake Alexis,Flipkart,UPI,127faa35-d825-419b-a9f1-772fc3860b51,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Andrea Russo,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Toothpaste,4,904.4,2023-12-19 14:11:08.531006,France,Torresview,Shopify,Card,123e4567-e89b-12d3-a456-426614174008,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Mr. Jason Brown,123e4567-e89b-12d3-a456-426614174009,Home & Kitchen,Lotion,4,66.9,2023-10-23 14:11:08.531006,UK,Nicholebury,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174009,Y,Insufficient Funds
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Darren Dominguez,123e4567-e89b-12d3-a456-426614174000,Electronics,Headphones,1,182.2,2024-07-30 14:11:08.531006,USA,Port Michele,Amazon,UPI,123e4567-e89b-12d3-a456-426614174000,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Briana Leonard,123e4567-e89b-12d3-a456-426614174001,Sports,Cricket Bat,1,428.13,2023-12-02 14:11:08.531006,Germany,Martinfort,Walmart,Card,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Randall Wiley,0016fb2c-5782-4963-a912-01e77abc5c36,Books,Comics,4,263.1,2024-04-29 14:11:08.531006,Canada,Erinland,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174002,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Jesus Murray,123e4567-e89b-12d3-a456-426614174003,Sports,Football,1,32.17,2024-03-26 14:11:08.531006,UK,South Keith,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174003,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,David Pierce,123e4567-e89b-12d3-a456-426614174004,Books,Magazines,1,533.05,2024-04-28 14:11:08.531006,USA,Debraton,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Bobby Lawrence,123e4567-e89b-12d3-a456-426614174005,Electronics,Batteries,4,580.93,2023-12-04 14:11:08.531006,Canada,East Leslie,Shopify,UPI,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Jessica Kelley,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Shampoo,3,143.79,2023-10-01 14:11:08.531006,USA,Lake Devinmouth,Walmart,UPI,123e4567-e89b-12d3-a456-426614174006,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Robert Mcdonald,123e4567-e89b-12d3-a456-426614174007,Home & Kitchen,Detergent,3,964.75,2023-12-19 14:11:08.531006,USA,West Theresa,eBay,Wallet,127faa35-d825-419b-a9f1-772fc3860b51,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Amanda Franklin,123e4567-e89b-12d3-a456-426614174008,Clothing,T-Shirts,5,365.27,2023-11-03 14:11:08.531006,USA,Alexbury,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174008,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Julie Burke,123e4567-e89b-12d3-a456-426614174009,Sports,Football,2,335.09,2023-11-05 14:11:08.531006,Germany,Lisaburgh,eBay,Wallet,123e4567-e89b-12d3-a456-426614174009,N,Fraudulent Activity
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Carrie Scott,123e4567-e89b-12d3-a456-426614174000,Electronics,Chargers,4,31.13,2024-08-15 14:11:08.531006,UK,New Joshua,Shopify,UPI,123e4567-e89b-12d3-a456-426614174000,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Christopher Tucker,123e4567-e89b-12d3-a456-426614174001,Clothing,T-Shirts,3,502.87,2024-03-20 14:11:08.531006,Germany,Thomashaven,Walmart,UPI,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Mark Adams,0016fb2c-5782-4963-a912-01e77abc5c36,Electronics,Chargers,1,813.15,2024-01-27 14:11:08.531006,France,West Marilynfurt,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174002,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Melanie Garner,123e4567-e89b-12d3-a456-426614174003,Home & Kitchen,Soap,2,799.82,2023-11-05 14:11:08.531006,Germany,New Lisa,eBay,Card,123e4567-e89b-12d3-a456-426614174003,N,Card Expired
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Christopher Bell,123e4567-e89b-12d3-a456-426614174004,Clothing,T-Shirts,1,297.74,2024-01-19 14:11:08.531006,France,Charlesstad,eBay,Wallet,123e4567-e89b-12d3-a456-426614174004,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Paul Sanford,123e4567-e89b-12d3-a456-426614174005,Electronics,Chargers,5,580.93,2024-07-14 14:11:08.531006,Germany,North Seanton,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Gerald Hogan,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Soap,3,667.87,2024-04-17 14:11:08.531006,Germany,Walterville,Shopify,Card,123e4567-e89b-12d3-a456-426614174006,N,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Kathleen Hall,123e4567-e89b-12d3-a456-426614174007,Books,Fiction,5,735.7,2024-04-01 14:11:08.531006,Germany,Davisville,Amazon,UPI,127faa35-d825-419b-a9f1-772fc3860b51,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Dale Campbell,123e4567-e89b-12d3-a456-426614174008,Clothing,Jeans,5,246.93,2024-05-16 14:11:08.531006,UK,Adamland,Shopify,UPI,123e4567-e89b-12d3-a456-426614174008,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Jonathan Riggs,123e4567-e89b-12d3-a456-426614174009,Electronics,Chargers,1,436.98,2024-06-14 14:11:08.531006,Germany,West Matthewland,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174009,Y,Payment Gateway Error
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,Paul Ball,123e4567-e89b-12d3-a456-426614174000,Sports,Tennis Racket,1,492.56,2024-04-17 14:11:08.531006,Germany,Campbellport,eBay,Card,123e4567-e89b-12d3-a456-426614174000,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Nichole Parsons,123e4567-e89b-12d3-a456-426614174001,Clothing,Sweaters,2,78.51,2024-09-23 14:11:08.531006,France,East Margaret,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Vincent Duran,0016fb2c-5782-4963-a912-01e77abc5c36,Electronics,Laptops,1,425.34,2023-12-05 14:11:08.531006,USA,New Richard,Shopify,Card,123e4567-e89b-12d3-a456-426614174002,Y,Card Expired
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Rachel White,123e4567-e89b-12d3-a456-426614174003,Sports,Football,1,531.61,2024-02-28 14:11:08.531006,France,East Brandonmouth,Shopify,Card,123e4567-e89b-12d3-a456-426614174003,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Jessica Schaefer,123e4567-e89b-12d3-a456-426614174004,Electronics,Batteries,1,576.92,2024-05-28 14:11:08.531006,France,Kimville,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,David Adams,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Detergent,1,580.93,2024-08-01 14:11:08.531006,Germany,Laurenland,Shopify,Card,123e4567-e89b-12d3-a456-426614174005,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Randy Davenport,123e4567-e89b-12d3-a456-426614174006,Electronics,Batteries,5,580.98,2024-06-19 14:11:08.531006,USA,Kellyland,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Erica Daniels,123e4567-e89b-12d3-a456-426614174007,Books,Textbooks,2,74.61,2024-06-12 14:11:08.531006,USA,Chadfort,Amazon,Internet Banking,127faa35-d825-419b-a9f1-772fc3860b51,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Patricia Meyers,123e4567-e89b-12d3-a456-426614174008,Electronics,Headphones,2,940.04,2024-02-24 14:11:08.531006,France,New Paulview,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174008,N,Card Expired
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Kelly Galloway,123e4567-e89b-12d3-a456-426614174009,Books,Comics,3,645.16,2023-12-22 14:11:08.531006,Canada,Janetside,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174009,N,No Reason Provided
dc978645-b136-44cf-bb40-a4fb7254683b,123e4567-e89b-12d3-a456-426614174000,William Bowman,123e4567-e89b-12d3-a456-426614174000,Electronics,Headphones,3,777.89,2024-08-07 14:11:08.539517,Canada,Rhodeschester,eBay,UPI,123e4567-e89b-12d3-a456-426614174000,Y,Card Expired
123e4567-e89b-12d3-a456-426614174001,f2b46697-6178-4446-a794-37b420268884,Kevin Garner,123e4567-e89b-12d3-a456-426614174001,Electronics,Chargers,3,358.19,2024-09-13 14:11:08.539517,France,Moorebury,Walmart,Card,123e4567-e89b-12d3-a456-426614174001,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Ryan Nelson,0016fb2c-5782-4963-a912-01e77abc5c36,Home & Kitchen,Lotion,4,966.66,2023-12-08 14:11:08.539517,France,Elizabethfort,eBay,Card,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Carlos Bond,123e4567-e89b-12d3-a456-426614174003,Books,Fiction,3,435.64,2024-08-01 14:11:08.539517,Germany,West Hannah,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174003,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Arthur Chandler,123e4567-e89b-12d3-a456-426614174004,Clothing,Jackets,1,663.53,2024-05-28 14:11:08.539517,USA,Oneillville,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174004,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Robert Jacobs,123e4567-e89b-12d3-a456-426614174005,Electronics,Batteries,5,580.93,2023-12-03 14:11:08.539517,Germany,New Joshua,eBay,Card,123e4567-e89b-12d3-a456-426614174005,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Jeffery Wright,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Lotion,5,907.4,2024-03-17 14:11:08.539517,Canada,Sandraberg,eBay,Card,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
